Name,Latitude,Longitude,Latitude (Rad),Longitude (Rad),Timestamp,Time Delta (s),Haversine Distance (Km),Haversine Distance (m),Velocity (m / s) = Distance (m) / Time (s)
51,40.18623,-8.41426,0.7013820275,-0.1468565411,1/23/2016 11:54:01,1.16,0.001111949267,1.111949267,0.96
52,40.18623,-8.41425,0.7013820275,-0.1468563666,1/23/2016 11:54:01,0.00,0.0008494748994,0.8494748994,0.00
53,40.18623,-8.41425,0.7013820275,-0.1468563666,1/23/2016 11:54:02,1.16,0,0,0.00
54,40.18624,-8.41424,0.701382202,-0.1468561921,1/23/2016 11:54:03,1.16,0.00139929935,1.39929935,1.21
55,40.18624,-8.41423,0.701382202,-0.1468560175,1/23/2016 11:54:04,1.16,0.000849474774,0.849474774,0.73
56,40.18624,-8.41422,0.701382202,-0.146855843,1/23/2016 11:54:05,1.16,0.0008494747739,0.8494747739,0.73
57,40.18624,-8.41422,0.701382202,-0.146855843,1/23/2016 11:54:06,1.16,0,0,0.00
58,40.18624,-8.41421,0.701382202,-0.1468556685,1/23/2016 11:54:07,1.16,0.000849474774,0.849474774,0.73
59,40.18624,-8.41421,0.701382202,-0.1468556685,1/23/2016 11:54:08,1.16,0,0,0.00
60,40.18624,-8.4142,0.701382202,-0.1468554939,1/23/2016 11:54:09,1.16,0.0008494747742,0.8494747742,0.73
61,40.18625,-8.41418,0.7013823765,-0.1468551449,1/23/2016 11:54:10,1.16,0.002030482778,2.030482778,1.75
62,40.18625,-8.41418,0.7013823765,-0.1468551449,1/23/2016 11:54:11,1.16,0,0,0.00
63,40.18625,-8.41416,0.7013823765,-0.1468547958,1/23/2016 11:54:12,1.16,0.001698949298,1.698949298,1.47
64,40.18625,-8.41415,0.7013823765,-0.1468546213,1/23/2016 11:54:13,1.16,0.0008494746489,0.8494746489,0.73
65,40.18626,-8.41414,0.7013825511,-0.1468544467,1/23/2016 11:54:14,1.16,0.001399299197,1.399299197,1.21
66,40.18627,-8.41413,0.7013827256,-0.1468542722,1/23/2016 11:54:15,1.16,0.001399299121,1.399299121,1.21
67,40.18628,-8.41412,0.7013829001,-0.1468540977,1/23/2016 11:54:16,1.16,0.001399299045,1.399299045,1.21
68,40.18628,-8.41411,0.7013829001,-0.1468539231,1/23/2016 11:54:17,1.16,0.0008494742731,0.8494742731,0.73
69,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:18,1.16,0.0008494742732,0.8494742732,0.73
70,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:19,1.16,0,0,0.00
71,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:20,1.16,0,0,0.00
72,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:21,1.16,0,0,0.00
73,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:22,1.16,0,0,0.00
74,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:23,1.16,0,0,0.00
75,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:24,1.16,0,0,0.00
76,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:25,1.16,0,0,0.00
77,40.18628,-8.4141,0.7013829001,-0.1468537486,1/23/2016 11:54:26,1.16,0,0,0.00
78,40.18629,-8.41409,0.7013830747,-0.1468535741,1/23/2016 11:54:27,1.16,0.001399298969,1.399298969,1.21
79,40.18629,-8.41408,0.7013830747,-0.1468533995,1/23/2016 11:54:28,1.16,0.0008494741479,0.8494741479,0.73
80,40.1863,-8.41406,0.7013832492,-0.1468530505,1/23/2016 11:54:29,1.16,0.002030481731,2.030481731,1.75
81,40.1863,-8.41404,0.7013832492,-0.1468527014,1/23/2016 11:54:30,1.16,0.001698948045,1.698948045,1.47
82,40.1863,-8.41403,0.7013832492,-0.1468525269,1/23/2016 11:54:31,1.16,0.0008494740227,0.8494740227,0.73
83,40.1863,-8.41403,0.7013832492,-0.1468525269,1/23/2016 11:54:32,1.16,0,0,0.00
84,40.18631,-8.41401,0.7013834237,-0.1468521778,1/23/2016 11:54:33,1.16,0.002030481521,2.030481521,1.75
85,40.18631,-8.414,0.7013834237,-0.1468520033,1/23/2016 11:54:34,1.16,0.0008494738973,0.8494738973,0.73
86,40.18631,-8.41399,0.7013834237,-0.1468518287,1/23/2016 11:54:35,1.16,0.0008494738974,0.8494738974,0.73
87,40.18631,-8.41398,0.7013834237,-0.1468516542,1/23/2016 11:54:36,1.16,0.0008494738976,0.8494738976,0.73
88,40.18631,-8.41396,0.7013834237,-0.1468513051,1/23/2016 11:54:37,1.16,0.001698947795,1.698947795,1.47
89,40.1863,-8.41394,0.7013832492,-0.1468509561,1/23/2016 11:54:38,1.16,0.002030481521,2.030481521,1.75
90,40.1863,-8.41392,0.7013832492,-0.146850607,1/23/2016 11:54:39,1.16,0.001698948045,1.698948045,1.47
91,40.18629,-8.41391,0.7013830747,-0.1468504325,1/23/2016 11:54:40,1.16,0.001399298893,1.399298893,1.21
92,40.1863,-8.41388,0.7013832492,-0.1468499089,1/23/2016 11:54:41,1.16,0.002780447296,2.780447296,2.40
93,40.1863,-8.41387,0.7013832492,-0.1468497343,1/23/2016 11:54:42,1.16,0.0008494740228,0.8494740228,0.73
94,40.1863,-8.41385,0.7013832492,-0.1468493853,1/23/2016 11:54:43,1.16,0.001698948045,1.698948045,1.47
95,40.1863,-8.41383,0.7013832492,-0.1468490362,1/23/2016 11:54:44,1.16,0.001698948045,1.698948045,1.47
96,40.1863,-8.41382,0.7013832492,-0.1468488617,1/23/2016 11:54:45,1.16,0.0008494740228,0.8494740228,0.73
97,40.1863,-8.41381,0.7013832492,-0.1468486871,1/23/2016 11:54:46,1.16,0.0008494740227,0.8494740227,0.73
98,40.1863,-8.41379,0.7013832492,-0.1468483381,1/23/2016 11:54:47,1.16,0.001698948045,1.698948045,1.47
99,40.1863,-8.41378,0.7013832492,-0.1468481635,1/23/2016 11:54:48,1.16,0.0008494740228,0.8494740228,0.73
100,40.1863,-8.41377,0.7013832492,-0.146847989,1/23/2016 11:54:49,1.16,0.0008494740227,0.8494740227,0.73
101,40.1863,-8.41377,0.7013832492,-0.146847989,1/23/2016 11:54:50,1.16,0,0,0.00
102,40.1863,-8.41377,0.7013832492,-0.146847989,1/23/2016 11:54:51,1.16,0,0,0.00
103,40.1863,-8.41376,0.7013832492,-0.1468478145,1/23/2016 11:54:52,1.16,0.0008494740227,0.8494740227,0.73
104,40.1863,-8.41375,0.7013832492,-0.1468476399,1/23/2016 11:54:53,1.16,0.0008494740227,0.8494740227,0.73
105,40.1863,-8.41374,0.7013832492,-0.1468474654,1/23/2016 11:54:54,1.16,0.0008494740227,0.8494740227,0.73
106,40.1863,-8.41373,0.7013832492,-0.1468472909,1/23/2016 11:54:55,1.16,0.0008494740228,0.8494740228,0.73
107,40.1863,-8.41372,0.7013832492,-0.1468471163,1/23/2016 11:54:56,1.16,0.0008494740227,0.8494740227,0.73
108,40.1863,-8.4137,0.7013832492,-0.1468467673,1/23/2016 11:54:57,1.16,0.001698948045,1.698948045,1.47
109,40.1863,-8.41369,0.7013832492,-0.1468465927,1/23/2016 11:54:58,1.16,0.0008494740228,0.8494740228,0.73
110,40.1863,-8.41368,0.7013832492,-0.1468464182,1/23/2016 11:54:59,1.16,0.0008494740227,0.8494740227,0.73
111,40.1863,-8.41367,0.7013832492,-0.1468462437,1/23/2016 11:55:00,1.16,0.0008494740227,0.8494740227,0.73
112,40.18631,-8.41366,0.7013834237,-0.1468460691,1/23/2016 11:55:01,1.16,0.001399298817,1.399298817,1.21
113,40.18631,-8.41366,0.7013834237,-0.1468460691,1/23/2016 11:55:02,1.16,0,0,0.00
114,40.18631,-8.41366,0.7013834237,-0.1468460691,1/23/2016 11:55:03,1.16,0,0,0.00
115,40.18632,-8.41364,0.7013835983,-0.1468457201,1/23/2016 11:55:04,1.16,0.002030481311,2.030481311,1.75
116,40.18632,-8.41363,0.7013835983,-0.1468455455,1/23/2016 11:55:05,1.16,0.0008494737722,0.8494737722,0.73
117,40.18632,-8.41362,0.7013835983,-0.146845371,1/23/2016 11:55:06,1.16,0.0008494737722,0.8494737722,0.73
118,40.18632,-8.41361,0.7013835983,-0.1468451965,1/23/2016 11:55:07,1.16,0.0008494737721,0.8494737721,0.73
119,40.18632,-8.41361,0.7013835983,-0.1468451965,1/23/2016 11:55:08,1.16,0,0,0.00
120,40.18632,-8.4136,0.7013835983,-0.1468450219,1/23/2016 11:55:09,1.16,0.0008494737723,0.8494737723,0.73
121,40.18632,-8.41359,0.7013835983,-0.1468448474,1/23/2016 11:55:10,1.16,0.0008494737722,0.8494737722,0.73
122,40.18632,-8.41358,0.7013835983,-0.1468446729,1/23/2016 11:55:11,1.16,0.0008494737722,0.8494737722,0.73
123,40.18631,-8.41357,0.7013834237,-0.1468444983,1/23/2016 11:55:12,1.16,0.001399298741,1.399298741,1.21
124,40.18631,-8.41356,0.7013834237,-0.1468443238,1/23/2016 11:55:13,1.16,0.0008494738973,0.8494738973,0.73
125,40.18631,-8.41354,0.7013834237,-0.1468439747,1/23/2016 11:55:14,1.16,0.001698947795,1.698947795,1.47
126,40.18631,-8.41353,0.7013834237,-0.1468438002,1/23/2016 11:55:15,1.16,0.0008494738974,0.8494738974,0.73
127,40.18631,-8.41352,0.7013834237,-0.1468436257,1/23/2016 11:55:16,1.16,0.0008494738974,0.8494738974,0.73
128,40.18631,-8.4135,0.7013834237,-0.1468432766,1/23/2016 11:55:17,1.16,0.001698947795,1.698947795,1.47
129,40.18631,-8.41349,0.7013834237,-0.1468431021,1/23/2016 11:55:18,1.16,0.0008494738976,0.8494738976,0.73
130,40.18631,-8.41348,0.7013834237,-0.1468429276,1/23/2016 11:55:19,1.16,0.0008494738974,0.8494738974,0.73
131,40.18631,-8.41347,0.7013834237,-0.146842753,1/23/2016 11:55:20,1.16,0.0008494738974,0.8494738974,0.73
132,40.18631,-8.41346,0.7013834237,-0.1468425785,1/23/2016 11:55:21,1.16,0.0008494738974,0.8494738974,0.73
133,40.18631,-8.41345,0.7013834237,-0.146842404,1/23/2016 11:55:22,1.16,0.0008494738976,0.8494738976,0.73
134,40.18631,-8.41345,0.7013834237,-0.146842404,1/23/2016 11:55:23,1.16,0,0,0.00
135,40.18631,-8.41344,0.7013834237,-0.1468422294,1/23/2016 11:55:24,1.16,0.0008494738974,0.8494738974,0.73
136,40.18631,-8.41343,0.7013834237,-0.1468420549,1/23/2016 11:55:25,1.16,0.0008494738973,0.8494738973,0.73
137,40.18631,-8.41342,0.7013834237,-0.1468418804,1/23/2016 11:55:26,1.16,0.0008494738974,0.8494738974,0.73
138,40.18631,-8.41341,0.7013834237,-0.1468417058,1/23/2016 11:55:27,1.16,0.0008494738974,0.8494738974,0.73
139,40.18631,-8.41342,0.7013834237,-0.1468418804,1/23/2016 11:55:28,1.16,0.0008494738974,0.8494738974,0.73
140,40.18631,-8.41342,0.7013834237,-0.1468418804,1/23/2016 11:55:29,1.16,0,0,0.00
141,40.18631,-8.41341,0.7013834237,-0.1468417058,1/23/2016 11:55:30,1.16,0.0008494738974,0.8494738974,0.73
142,40.1863,-8.4134,0.7013832492,-0.1468415313,1/23/2016 11:55:31,1.16,0.001399298817,1.399298817,1.21
143,40.1863,-8.41338,0.7013832492,-0.1468411822,1/23/2016 11:55:32,1.16,0.001698948045,1.698948045,1.47
144,40.18629,-8.41336,0.7013830747,-0.1468408332,1/23/2016 11:55:33,1.16,0.00203048173,2.03048173,1.75
145,40.18628,-8.41333,0.7013829001,-0.1468403096,1/23/2016 11:55:34,1.16,0.00278044764,2.78044764,2.40
146,40.18628,-8.41332,0.7013829001,-0.146840135,1/23/2016 11:55:35,1.16,0.0008494742731,0.8494742731,0.73
147,40.18628,-8.4133,0.7013829001,-0.146839786,1/23/2016 11:55:36,1.16,0.001698948546,1.698948546,1.47
148,40.18629,-8.41329,0.7013830747,-0.1468396114,1/23/2016 11:55:37,1.16,0.001399298969,1.399298969,1.21
149,40.18629,-8.41328,0.7013830747,-0.1468394369,1/23/2016 11:55:38,1.16,0.0008494741479,0.8494741479,0.73
150,40.18628,-8.41327,0.7013829001,-0.1468392624,1/23/2016 11:55:39,1.16,0.001399298969,1.399298969,1.21
151,40.18628,-8.41326,0.7013829001,-0.1468390878,1/23/2016 11:55:40,1.16,0.0008494742732,0.8494742732,0.73
152,40.18628,-8.41325,0.7013829001,-0.1468389133,1/23/2016 11:55:41,1.16,0.0008494742731,0.8494742731,0.73
153,40.18628,-8.41323,0.7013829001,-0.1468385642,1/23/2016 11:55:42,1.16,0.001698948546,1.698948546,1.47
154,40.18627,-8.41322,0.7013827256,-0.1468383897,1/23/2016 11:55:43,1.16,0.001399299045,1.399299045,1.21
155,40.18627,-8.41321,0.7013827256,-0.1468382152,1/23/2016 11:55:44,1.16,0.0008494743986,0.8494743986,0.73
156,40.18627,-8.4132,0.7013827256,-0.1468380406,1/23/2016 11:55:45,1.16,0.0008494743982,0.8494743982,0.73
157,40.18626,-8.41319,0.7013825511,-0.1468378661,1/23/2016 11:55:46,1.16,0.001399299121,1.399299121,1.21
158,40.18626,-8.41317,0.7013825511,-0.146837517,1/23/2016 11:55:47,1.16,0.001698949047,1.698949047,1.47
159,40.18625,-8.41316,0.7013823765,-0.1468373425,1/23/2016 11:55:48,1.16,0.001399299197,1.399299197,1.21
160,40.18625,-8.41316,0.7013823765,-0.1468373425,1/23/2016 11:55:49,1.16,0,0,0.00
161,40.18625,-8.41315,0.7013823765,-0.146837168,1/23/2016 11:55:50,1.16,0.0008494746487,0.8494746487,0.73
162,40.18625,-8.41315,0.7013823765,-0.146837168,1/23/2016 11:55:51,1.16,0,0,0.00
163,40.18625,-8.41314,0.7013823765,-0.1468369934,1/23/2016 11:55:52,1.16,0.0008494746488,0.8494746488,0.73
164,40.18625,-8.41313,0.7013823765,-0.1468368189,1/23/2016 11:55:53,1.16,0.0008494746488,0.8494746488,0.73
165,40.18625,-8.41312,0.7013823765,-0.1468366444,1/23/2016 11:55:54,1.16,0.0008494746489,0.8494746489,0.73
166,40.18625,-8.41311,0.7013823765,-0.1468364698,1/23/2016 11:55:55,1.16,0.0008494746488,0.8494746488,0.73
167,40.18625,-8.4131,0.7013823765,-0.1468362953,1/23/2016 11:55:56,1.16,0.0008494746487,0.8494746487,0.73
168,40.18626,-8.41309,0.7013825511,-0.1468361208,1/23/2016 11:55:57,1.16,0.001399299197,1.399299197,1.21
169,40.18626,-8.41308,0.7013825511,-0.1468359462,1/23/2016 11:55:58,1.16,0.0008494745236,0.8494745236,0.73
170,40.18626,-8.41306,0.7013825511,-0.1468355972,1/23/2016 11:55:59,1.16,0.001698949047,1.698949047,1.47
171,40.18626,-8.41305,0.7013825511,-0.1468354226,1/23/2016 11:56:00,1.16,0.0008494745234,0.8494745234,0.73
172,40.18626,-8.41304,0.7013825511,-0.1468352481,1/23/2016 11:56:01,1.16,0.0008494745236,0.8494745236,0.73
173,40.18626,-8.41303,0.7013825511,-0.1468350736,1/23/2016 11:56:02,1.16,0.0008494745237,0.8494745237,0.73
174,40.18626,-8.41301,0.7013825511,-0.1468347245,1/23/2016 11:56:03,1.16,0.001698949047,1.698949047,1.47
175,40.18626,-8.413,0.7013825511,-0.14683455,1/23/2016 11:56:04,1.16,0.0008494745236,0.8494745236,0.73
176,40.18626,-8.41299,0.7013825511,-0.1468343754,1/23/2016 11:56:05,1.16,0.0008494745236,0.8494745236,0.73
177,40.18626,-8.41298,0.7013825511,-0.1468342009,1/23/2016 11:56:06,1.16,0.0008494745237,0.8494745237,0.73
178,40.18626,-8.41297,0.7013825511,-0.1468340264,1/23/2016 11:56:07,1.16,0.0008494745236,0.8494745236,0.73
179,40.18626,-8.41296,0.7013825511,-0.1468338518,1/23/2016 11:56:08,1.16,0.0008494745236,0.8494745236,0.73
180,40.18626,-8.41296,0.7013825511,-0.1468338518,1/23/2016 11:56:09,1.16,0,0,0.00
181,40.18626,-8.41295,0.7013825511,-0.1468336773,1/23/2016 11:56:10,1.16,0.0008494745236,0.8494745236,0.73
182,40.18627,-8.41293,0.7013827256,-0.1468333282,1/23/2016 11:56:11,1.16,0.002030482359,2.030482359,1.75
183,40.18627,-8.41292,0.7013827256,-0.1468331537,1/23/2016 11:56:12,1.16,0.0008494743982,0.8494743982,0.73
184,40.18627,-8.41291,0.7013827256,-0.1468329792,1/23/2016 11:56:13,1.16,0.0008494743983,0.8494743983,0.73
185,40.18627,-8.41291,0.7013827256,-0.1468329792,1/23/2016 11:56:14,1.16,0,0,0.00
186,40.18627,-8.4129,0.7013827256,-0.1468328046,1/23/2016 11:56:15,1.16,0.0008494743983,0.8494743983,0.73
187,40.18627,-8.41289,0.7013827256,-0.1468326301,1/23/2016 11:56:16,1.16,0.0008494743983,0.8494743983,0.73
188,40.18627,-8.41288,0.7013827256,-0.1468324556,1/23/2016 11:56:17,1.16,0.0008494743985,0.8494743985,0.73
189,40.18627,-8.41287,0.7013827256,-0.146832281,1/23/2016 11:56:18,1.16,0.0008494743983,0.8494743983,0.73
190,40.18627,-8.41287,0.7013827256,-0.146832281,1/23/2016 11:56:19,1.16,0,0,0.00
191,40.18627,-8.41285,0.7013827256,-0.146831932,1/23/2016 11:56:20,1.16,0.001698948797,1.698948797,1.47
192,40.18627,-8.41285,0.7013827256,-0.146831932,1/23/2016 11:56:21,1.16,0,0,0.00
193,40.18627,-8.41284,0.7013827256,-0.1468317574,1/23/2016 11:56:22,1.16,0.0008494743985,0.8494743985,0.73
194,40.18627,-8.41283,0.7013827256,-0.1468315829,1/23/2016 11:56:23,1.16,0.0008494743983,0.8494743983,0.73
195,40.18627,-8.41282,0.7013827256,-0.1468314084,1/23/2016 11:56:24,1.16,0.0008494743982,0.8494743982,0.73
196,40.18627,-8.41281,0.7013827256,-0.1468312338,1/23/2016 11:56:25,1.16,0.0008494743983,0.8494743983,0.73
197,40.18627,-8.4128,0.7013827256,-0.1468310593,1/23/2016 11:56:26,1.16,0.0008494743985,0.8494743985,0.73
198,40.18627,-8.41278,0.7013827256,-0.1468307102,1/23/2016 11:56:27,1.16,0.001698948797,1.698948797,1.47
199,40.18627,-8.41277,0.7013827256,-0.1468305357,1/23/2016 11:56:28,1.16,0.0008494743985,0.8494743985,0.73
200,40.18627,-8.41276,0.7013827256,-0.1468303612,1/23/2016 11:56:29,1.16,0.0008494743982,0.8494743982,0.73
201,40.18627,-8.41275,0.7013827256,-0.1468301866,1/23/2016 11:56:30,1.16,0.0008494743983,0.8494743983,0.73
202,40.18627,-8.41274,0.7013827256,-0.1468300121,1/23/2016 11:56:31,1.16,0.0008494743985,0.8494743985,0.73
203,40.18627,-8.41273,0.7013827256,-0.1468298376,1/23/2016 11:56:32,1.16,0.0008494743983,0.8494743983,0.73
204,40.18626,-8.41273,0.7013825511,-0.1468298376,1/23/2016 11:56:33,1.16,0.001111949267,1.111949267,0.96
205,40.18627,-8.41272,0.7013827256,-0.146829663,1/23/2016 11:56:34,1.16,0.001399299121,1.399299121,1.21
206,40.18627,-8.41271,0.7013827256,-0.1468294885,1/23/2016 11:56:35,1.16,0.0008494743983,0.8494743983,0.73
207,40.18627,-8.4127,0.7013827256,-0.146829314,1/23/2016 11:56:36,1.16,0.0008494743985,0.8494743985,0.73
208,40.18627,-8.41269,0.7013827256,-0.1468291394,1/23/2016 11:56:37,1.16,0.0008494743982,0.8494743982,0.73
209,40.18627,-8.41268,0.7013827256,-0.1468289649,1/23/2016 11:56:38,1.16,0.0008494743985,0.8494743985,0.73
210,40.18627,-8.41267,0.7013827256,-0.1468287904,1/23/2016 11:56:39,1.16,0.0008494743983,0.8494743983,0.73
211,40.18627,-8.41266,0.7013827256,-0.1468286159,1/23/2016 11:56:40,1.16,0.0008494743982,0.8494743982,0.73
212,40.18628,-8.41265,0.7013829001,-0.1468284413,1/23/2016 11:56:41,1.16,0.001399299046,1.399299046,1.21
213,40.18628,-8.41263,0.7013829001,-0.1468280923,1/23/2016 11:56:42,1.16,0.001698948546,1.698948546,1.47
214,40.18628,-8.41262,0.7013829001,-0.1468279177,1/23/2016 11:56:43,1.16,0.0008494742731,0.8494742731,0.73
215,40.18628,-8.41261,0.7013829001,-0.1468277432,1/23/2016 11:56:44,1.16,0.0008494742731,0.8494742731,0.73
216,40.18628,-8.4126,0.7013829001,-0.1468275687,1/23/2016 11:56:45,1.16,0.0008494742732,0.8494742732,0.73
217,40.18628,-8.41258,0.7013829001,-0.1468272196,1/23/2016 11:56:46,1.16,0.001698948546,1.698948546,1.47
218,40.18627,-8.41257,0.7013827256,-0.1468270451,1/23/2016 11:56:47,1.16,0.001399299045,1.399299045,1.21
219,40.18627,-8.41255,0.7013827256,-0.146826696,1/23/2016 11:56:48,1.16,0.001698948797,1.698948797,1.47
220,40.18627,-8.41254,0.7013827256,-0.1468265215,1/23/2016 11:56:49,1.16,0.0008494743983,0.8494743983,0.73
221,40.18627,-8.41252,0.7013827256,-0.1468261724,1/23/2016 11:56:50,1.16,0.001698948797,1.698948797,1.47
222,40.18626,-8.41251,0.7013825511,-0.1468259979,1/23/2016 11:56:51,1.16,0.001399299122,1.399299122,1.21
223,40.18626,-8.41249,0.7013825511,-0.1468256488,1/23/2016 11:56:53,2.31,0.001698949047,1.698949047,0.73
224,40.18627,-8.41247,0.7013827256,-0.1468252997,1/23/2016 11:56:53,0.00,0.002030482359,2.030482359,0.00
225,40.18627,-8.41247,0.7013827256,-0.1468252997,1/23/2016 11:56:53,0.00,0,0,0.00
